typing_duration_sec,char_per_sec,avg_dwell_time_ms,std_dev_dwell_time_ms,avg_flight_time_ms,std_dev_flight_time_ms,backspace_ratio,total_mouse_distance_px,avg_mouse_speed_px_sec,max_mouse_speed_px_sec,std_dev_mouse_speed_px_sec,mouse_movement_width,mouse_movement_height,mouse_movement_area_px,num_clicks,avg_hover_time_ms,std_dev_hover_time_ms,off_target_click_ratio,clicks_per_sec,avg_time_between_clicks_ms,std_dev_time_between_clicks_ms,screen_width,screen_height,screen_aspect_ratio,viewport_width,viewport_height,viewport_aspect_ratio,fingerprint_hash,label,browser_Chrome,browser_Edge,browser_Firefox,browser_Safari,os_Linux,os_Windows,os_macOS,tz_America/New_York,tz_Asia/Kolkata,tz_Europe/London
2.736,14.254385964912279,77.25641025641026,15.325791726295474,104.42857142857143,137.5203880988457,0.0,4123.822250201842,4785.58295536932,64350.602172784675,9275.446761039226,208,115,23920,4,307.5,113.35637020770675,0.0,0.964785335262904,1382.0,236.45084055676352,1366,768,1.7786458333333333,1434,713,2.0112201963534364,4325404361829855201,0,1,0,0,0,0,0,1,1,0,0
2.48,8.467741935483872,71.47619047619048,16.286862950301533,140.91666666666666,140.11259000813553,0.0,1477.6832422156006,1622.9777888083765,8433.5638967165,1563.5009817737325,74,150,11100,8,275.5,125.26087064317298,0.0,0.5924609346071243,1929.0,1711.7224268749494,1366,768,1.7786458333333333,1443,852,1.693661971830986,6247305155742422383,0,0,0,0,1,0,1,0,1,0,0
2.9,10.344827586206897,74.66666666666667,14.54442263842252,122.73333333333333,98.13217520020541,0.0,772.8002383586237,2457.2479756700586,17622.783548577107,4054.7797886663157,136,81,11016,10,325.6,102.83449486107925,0.0,0.8917424647761726,1246.0,952.9729796799068,1366,768,1.7786458333333333,1223,718,1.7033426183844012,3093483001107337695,0,1,0,0,0,0,0,1,0,1,0
0.46,58.69565217391304,277.74074074074076,177.9037320905267,737.5625,858.8596291012868,0.1111111111111111,35885.07138000608,126396.49530602571,1276360.8423952844,228168.117622597,1918,997,1912246,1,423.0,0.0,1.0,0.0,0.0,0.0,1920,1080,1.7777777777777777,964,627,1.5374800637958532,-7712068315568997539,1,1,0,0,0,0,1,0,1,0,0
0.54,38.888888888888886,219.1904761904762,180.12096464532357,743.5833333333334,927.0029379509522,0.09523809523809523,39829.268956121756,95965.80597249679,968736.2902255701,174559.44498596614,1847,759,1401873,1,142.0,0.0,1.0,0.0,0.0,0.0,1440,900,1.6,1142,648,1.7623456790123457,6853926784630943737,1,0,0,1,0,0,0,1,0,1,0
2.05,12.682926829268293,75.34615384615384,13.555640324801505,78.13333333333334,94.15175187404843,0.0,3053.2113126185673,3496.2507997907337,34441.98019858905,5963.186465883205,100,140,14000,3,292.6666666666667,160.06977645181283,0.0,1.048951048951049,1430.0,902.2682527940347,1920,1080,1.7777777777777777,1012,886,1.142212189616253,-3507917443779844617,0,0,0,1,0,0,1,0,1,0,0
4.788,8.145363408521304,74.05128205128206,14.029946764254925,128.38095238095238,153.1265738500265,0.0,1730.440208680133,3121.0358268290825,26248.809496813374,4854.6640680452,152,135,20520,3,331.3333333333333,61.01092798288954,0.0,1.0822510822510822,1386.0,340.82546853191593,1440,900,1.6,1358,878,1.5466970387243735,3692138152312090314,0,1,0,0,0,1,0,0,0,1,0
5.412,8.314855875831485,75.55555555555556,13.525322304268517,127.88888888888889,133.8651253869797,0.0,3518.273171326414,3299.7330228684827,52559.49010407159,6827.710770427965,244,97,23668,10,274.2,105.78153588095292,0.0,0.6532105297537396,1701.0,980.1887573319743,1366,768,1.7786458333333333,1083,752,1.440159574468085,8909581347950563622,0,0,0,0,1,0,0,1,0,1,0
2.616,9.5565749235474,75.2,11.470977871713176,79.46666666666667,64.20043020179257,0.0,1613.858168798084,5597.944183575977,88684.83523128404,14491.97919095675,177,115,20355,10,288.0,137.58472137397945,0.0,0.6601967386281111,1683.0,1181.4838128387541,1440,900,1.6,1004,682,1.4721407624633431,-2802274544630555180,0,0,1,0,0,0,0,1,0,0,1
3.402,12.639623750734861,74.86046511627907,16.98540184891109,121.26923076923077,116.7721054678069,0.0,1719.3639744436477,1620.4624720442748,6044.00529450463,1663.8043910955253,108,81,8748,8,197.25,93.75461893383478,0.0,0.6471444750040446,1766.0,1754.624176283913,1920,1080,1.7777777777777777,964,651,1.4807987711213517,-6610666855828252073,0,0,0,1,0,0,1,0,1,0,0
4.725,9.735449735449736,75.54347826086956,14.513911367663983,113.91666666666667,124.73621442229917,0.0,1926.7379166351361,2959.208234907915,29300.170647967225,4822.4983832976095,132,120,15840,9,393.3333333333333,60.049979184009715,0.0,0.6330894766460327,1777.0,1408.7158285879682,1920,1080,1.7777777777777777,1427,813,1.7552275522755227,-295261805000731500,0,1,0,0,0,0,0,1,1,0,0
2.943,9.514101257220522,72.82142857142857,15.660882079666763,98.05555555555556,80.30711068232868,0.0,5121.590050352377,5510.474341171411,49912.42330322181,8728.315942992762,184,91,16744,2,327.5,111.01576464628796,0.0,2.994011976047904,668.0,0.0,1440,900,1.6,825,828,0.9963768115942029,4042413701574494939,0,1,0,0,0,0,0,1,1,0,0
1.998,19.01901901901902,75.34210526315789,13.737453864938834,97.9,99.3313964252465,0.0,1503.6583687790908,4080.4153131987473,43931.765272977595,7937.563659997081,127,110,13970,8,304.375,117.66166689768957,0.0,0.6926406926406926,1650.0,816.7702655377867,1920,1080,1.7777777777777777,1001,792,1.2638888888888888,-4399940007615469336,0,1,0,0,0,0,0,1,0,1,0
28.8,3.4722222222222223,178.87,169.71227314653956,961.9814814814815,1731.816065996342,0.09,59124.155723341195,66984.04310416755,503340.09377358365,100571.69963352545,1884,1035,1949940,18,200.16666666666666,181.8345239981865,0.4444444444444444,0.6637657644369054,1595.1764705882354,2680.5626563114997,1366,768,1.7786458333333333,1226,749,1.636849132176235,-7399097651201534136,1,0,0,0,1,0,1,0,1,0,0
1.924,7.276507276507277,75.0,10.905185781227063,143.875,116.80317693820294,0.0,2758.4436442759607,5727.389323045788,71112.58679024411,12164.479741859845,118,133,15694,10,281.4,128.05571704014883,0.0,0.7006726457399103,1585.7777777777778,1686.9166975415367,1440,900,1.6,1414,600,2.3566666666666665,4751628123852510790,0,0,0,0,1,0,0,1,0,1,0
2.584,7.739938080495356,74.2,15.066868497328484,146.0909090909091,143.00870920713504,0.0,1483.4952731385472,4916.977727524275,46529.56049652737,9644.987350717694,108,110,11880,7,330.42857142857144,150.274035396291,0.0,0.967519004837595,1205.8333333333333,1125.3633043007342,1366,768,1.7786458333333333,1110,706,1.5722379603399435,7018322328267182372,0,0,0,1,0,0,0,1,0,1,0
2.244,15.597147950089125,72.05714285714286,14.588357277885228,171.25,219.16949301092674,0.0,3910.596007070289,3891.069449969639,67357.25647619565,8799.791359388995,135,116,15660,7,342.57142857142856,98.26300955913699,0.0,0.9363295880149812,1246.0,962.4608043967297,1366,768,1.7786458333333333,1305,763,1.7103538663171691,2072457124842838099,0,0,0,0,1,0,0,1,0,1,0
69.466,1.4827397575792476,189.89320388349515,181.24822717842173,996.9090909090909,1880.316908600164,0.07766990291262135,98682.78801178085,78495.06963432905,792063.1287971938,125129.07901160512,1866,985,1838010,7,204.0,121.22843450830062,0.8571428571428571,0.6202374623427255,1881.0,1350.5191594346227,1440,900,1.6,915,602,1.5199335548172757,760856218130835201,1,0,1,0,0,1,0,0,0,1,0
1.96,10.714285714285715,71.47619047619048,12.396043915778323,133.3,96.02783161377978,0.0,1018.7654624762837,3169.6646111887653,38910.15291668744,7422.664835249331,188,59,11092,6,334.5,86.98678060487121,0.0,1.2861736334405145,933.0,822.1639130976256,1366,768,1.7786458333333333,1596,729,2.1893004115226335,-2982753531478805930,0,0,0,0,1,0,1,0,0,0,1
1.463,13.670539986329459,78.65,14.172898526115924,85.4,101.66743169111075,0.0,575.507041807216,1285.8461170831195,6375.0,1396.3938477055656,20,87,1740,4,316.25,138.12403845819162,0.0,0.8312551953449708,1604.0,1519.2853583181798,1366,768,1.7786458333333333,1353,810,1.6703703703703703,2801209420027949772,0,1,0,0,0,0,0,1,1,0,0
1.691,11.827321111768184,79.05,16.249615380063616,118.7,121.56301520884824,0.0,1689.206216951171,3012.350559754823,11333.333333333334,3043.207457303523,103,97,9991,6,313.8333333333333,119.5448312001262,0.0,1.4851485148514851,808.0,540.2522558953364,1440,900,1.6,1462,752,1.9441489361702127,-953764048253807362,0,0,1,0,0,1,0,0,0,1,0
2.21,8.144796380090497,71.88888888888889,14.668449089553075,120.1,223.76398776885932,0.0,1744.5745406115961,2618.014275536423,14560.219778561035,3464.240738611007,98,63,6174,6,413.0,90.4389296708005,0.0,0.9153318077803204,1311.0,581.3368214727155,1920,1080,1.7777777777777777,1010,797,1.2672521957340026,873115685603338132,0,1,0,0,0,0,1,0,1,0,0
3.381,7.098491570541261,68.91666666666667,15.972576135545484,142.46666666666667,241.53049694061608,0.0,1380.611329213051,2535.884729191661,11577.036657874838,2762.3722737064727,91,78,7098,4,479.75,19.872510326243805,0.0,1.1778563015312131,1132.0,683.390810590836,1366,768,1.7786458333333333,1456,640,2.275,1474161003829842788,0,1,0,0,0,1,0,0,0,1,0
10.841,4.05866617470713,146.0681818181818,160.739048630869,717.6666666666666,1062.544414757959,0.13636363636363635,131270.65650405007,115625.20340811432,1574526.2779642644,217672.39616978916,1849,1054,1948846,17,235.47058823529412,146.72044747029076,0.5882352941176471,0.8203049604323489,1295.25,1362.3593994733303,1366,768,1.7786458333333333,1159,803,1.4433374844333748,-2153912484232930431,1,0,0,0,1,0,0,1,0,1,0
4.86,9.465020576131687,74.32608695652173,13.345085400544503,168.14285714285714,191.10501974419347,0.0,739.7101047901076,2511.7782165142794,32003.906011610517,6106.545054707355,39,77,3003,10,282.3,113.14793659433457,0.0,0.9137426900584794,1216.0,627.6756726208209,1920,1080,1.7777777777777777,958,867,1.104959630911188,-8307112903355851190,0,0,0,0,1,0,0,1,0,1,0
3.96,9.343434343434344,75.67567567567568,13.258234451871061,116.23809523809524,117.25139861080751,0.0,881.1555637378258,2498.3774770612895,15380.507143784302,4207.587155033161,137,121,16577,9,272.3333333333333,119.14382065386354,0.0,0.5690440060698027,1977.0,1796.0343617457402,1440,900,1.6,1332,773,1.7231565329883571,2936819209945445080,0,0,0,0,1,0,1,0,1,0,0
3.066,14.024787997390737,74.6046511627907,15.036684561881003,159.08695652173913,157.8249643357759,0.0,3988.7455464210357,5632.266966810938,81584.31221748455,12819.943174989405,104,146,15184,9,270.0,150.74647591237414,0.0,0.6573181419807187,1711.5,1156.4336803910794,1366,768,1.7786458333333333,1306,644,2.027950310559006,-6712140356078331702,0,0,0,1,0,0,1,0,0,0,1
0.68,16.176470588235293,81.63636363636364,17.095453941166507,70.16666666666667,69.30343906810589,0.0,3235.581672391817,4629.422007352027,73061.61783043132,10353.566279072262,140,92,12880,9,238.44444444444446,103.93881747344338,0.0,0.6487889273356402,1734.0,891.0401626349799,1440,900,1.6,1330,870,1.528735632183908,-7727830514234786828,0,0,0,0,1,0,1,0,0,0,1
3.937,8.128016256032513,76.21875,16.362298077809754,183.06666666666666,163.82502279944325,0.0,1491.0230648551403,2807.014925998478,12597.398320464603,3359.9711165023646,108,59,6372,3,284.0,128.0195297601112,0.0,0.8403361344537815,1785.0,1429.769911559199,1920,1080,1.7777777777777777,1308,721,1.8141470180305133,-4979924273772935267,0,1,0,0,0,0,0,1,0,1,0
3.3,13.636363636363637,78.0,15.614678409054148,102.25,124.94842414233231,0.0,767.9792461727603,3272.378661598874,31906.112267087632,6435.5253360289325,94,46,4324,6,253.16666666666666,113.81988695595628,0.0,1.2644889357218123,949.0,461.51489683432754,1440,900,1.6,1492,725,2.057931034482759,171733164247132608,0,1,0,0,0,0,1,0,1,0,0
4.558,9.653356735410268,75.63636363636364,14.798005693871598,136.16,236.2997178725922,0.0,1002.8724437602737,2754.7399590362866,20124.611797498106,4804.438223184173,58,154,8932,6,279.3333333333333,137.72387834601037,0.0,0.6700167504187604,1791.0,1120.8601607693977,1920,1080,1.7777777777777777,981,677,1.4490398818316101,-8011558991313841236,0,0,1,0,0,0,0,1,0,0,1
2.006,17.447657028913262,76.37142857142857,16.33668861666841,195.46666666666667,183.45994762059752,0.0,1421.797072886618,2087.5024720575575,13483.7865601618,2525.2400239187014,79,90,7110,3,420.3333333333333,55.77036249956901,0.0,1.763668430335097,850.5,333.0472939388639,1440,900,1.6,1056,899,1.174638487208009,-6544602292249614314,0,1,0,0,0,0,0,1,1,0,0
3.914,9.964230965763925,78.41025641025641,12.901892861367584,119.15,172.1138775407296,0.0,1324.9156229547682,2720.6632179069306,23478.71376374779,4695.281346908525,137,109,14933,4,205.0,124.91864018899128,0.0,0.9101251422070535,1465.0,1583.1058082137151,1920,1080,1.7777777777777777,981,668,1.468562874251497,2832043429194159566,0,0,0,0,1,0,1,0,1,0,0
1.632,15.318627450980394,76.84,14.693195704134618,149.69230769230768,135.16248531266888,0.0,1026.369152507099,1300.7328455419326,7150.174823037545,1656.0718753002734,92,99,9108,6,361.0,92.47702417357513,0.0,1.3966480446927374,859.2,664.8268195552884,1920,1080,1.7777777777777777,1335,819,1.63003663003663,-4778332752170611620,0,0,1,0,0,0,0,1,1,0,0
1.617,13.60544217687075,69.0909090909091,14.043839832091408,103.5,107.11378826446031,0.0,1275.8203332192488,2980.8032181069316,17691.80601295413,4133.752708423657,72,116,8352,3,437.6666666666667,70.72717535242967,0.0,2.4958402662229617,601.0,60.81118318204309,1920,1080,1.7777777777777777,1390,706,1.9688385269121813,-8604436460363511772,0,0,0,1,0,0,0,1,1,0,0
4.968,9.460547504025765,74.17021276595744,15.668188692706897,193.35,273.7306157520565,0.0,2647.9783007530978,3997.3671365741093,39877.590476635145,6394.837684339966,126,144,18144,8,227.75,120.135340345795,0.0,0.8744125040988087,1307.0,1490.6533243290787,1920,1080,1.7777777777777777,1076,840,1.2809523809523808,-216378596517771788,0,0,0,0,1,0,1,0,1,0,0
1.216,13.980263157894738,73.52941176470588,13.820806990995603,67.9090909090909,108.97839652468241,0.0,723.216956849753,1472.7565026159164,9848.857801796104,2106.231257449159,91,139,12649,8,345.5,107.52674086012279,0.0,0.7936507936507936,1440.0,1271.751023851236,1366,768,1.7786458333333333,1582,674,2.3471810089020773,-6471194994543432458,0,0,1,0,0,1,0,0,0,1,0
1.12,15.178571428571427,72.82352941176471,13.69413786131518,71.3,82.19090244330235,0.0,2877.5927508302248,3440.568998773883,43410.82814229648,7197.552354600188,115,121,13915,2,382.0,19.79898987322333,0.0,1.7621145374449338,1135.0,0.0,1440,900,1.6,1026,898,1.1425389755011135,7863051419427365269,0,0,0,1,0,1,0,0,0,1,0
0.792,15.15151515151515,78.58333333333333,13.255930633859585,81.66666666666667,31.328368400966344,0.0,2117.7663595459585,4890.101987343112,61880.934058884406,11174.624706572424,95,157,14915,4,311.75,127.77421492617358,0.0,1.555814858031894,857.0,769.9590898223099,1920,1080,1.7777777777777777,1080,610,1.7704918032786885,-231466471770655082,0,1,0,0,0,0,0,1,0,1,0
2.97,11.447811447811446,77.38235294117646,14.223358308382286,138.47058823529412,142.7677824506718,0.0,2194.9220477796543,4044.1675362119217,46607.4028454708,7458.411058797151,98,137,13426,8,312.0,123.532528972274,0.0,0.7936507936507936,1440.0,1021.8745846074589,1920,1080,1.7777777777777777,1253,793,1.580075662042875,-1880745395734900971,0,1,0,0,0,1,0,0,1,0,0
7.252,6.894649751792609,76.06,14.251974442518625,163.92592592592592,240.8962313984889,0.0,2751.4734454689215,4288.833906944661,47246.69300596604,8443.024219271716,120,124,14880,10,292.4,109.36808390832208,0.0,0.7113387395077536,1562.0,1042.7311494340236,1920,1080,1.7777777777777777,1340,634,2.1135646687697163,7617653180663291647,0,1,0,0,0,0,1,0,0,0,1
2.193,8.207934336525307,68.38888888888889,14.055096998384142,111.45454545454545,128.5747748482288,0.0,954.6577862522688,2453.6997905633752,18788.294228055936,4204.026541145536,115,48,5520,10,364.0,105.57146078999445,0.0,0.6256256256256256,1776.0,1661.9638233126495,1366,768,1.7786458333333333,837,758,1.104221635883905,3696430316883919476,0,1,0,0,0,0,1,0,0,1,0
4.884,9.213759213759213,72.73333333333333,16.146206984923737,131.80769230769232,200.00440379767022,0.0,2235.5375532084645,2408.2117382087044,14337.208778404378,3087.3382646160467,148,64,9472,3,328.6666666666667,128.5781215189168,0.0,0.8219178082191781,1825.0,393.1513703397204,1366,768,1.7786458333333333,1129,715,1.579020979020979,5597826883500727785,0,0,1,0,0,0,0,1,0,1,0
4.13,8.716707021791768,74.41666666666667,14.442744100165216,99.95238095238095,93.9518366986384,0.0,2554.3172453260777,3169.4907002510777,38078.86552931954,6536.986079827855,153,90,13770,2,243.0,4.242640687119285,0.0,1.0198878123406425,1961.0,0.0,1920,1080,1.7777777777777777,1330,769,1.729518855656697,-2048908786525046799,0,0,0,1,0,1,0,0,0,1,0
43.176,2.1771354456179357,168.72340425531914,177.0406310363494,711.8125,984.8517472674476,0.09574468085106383,46151.948692460785,114461.94654970705,933916.4844888434,218512.19154845158,1828,1004,1835312,19,236.89473684210526,171.67990069921862,0.47368421052631576,0.669391206313416,1576.888888888889,2302.9323478323913,1920,1080,1.7777777777777777,1196,625,1.9136,-625887542578472323,1,1,0,0,0,0,0,1,1,0,0
4.536,8.156966490299824,75.13513513513513,14.623349217684105,119.9,123.20966298400293,0.0,948.7416234030425,2283.151548993302,21954.49840010015,4266.13357174101,126,72,9072,4,370.25,96.13315418383678,0.0,0.924000924000924,1443.0,1536.3909007801367,1920,1080,1.7777777777777777,1323,888,1.489864864864865,676864229774867282,0,0,0,1,0,0,1,0,1,0,0
2.376,14.30976430976431,75.82352941176471,14.262624579405019,145.73333333333332,169.21983447856334,0.0,2927.4772997498335,4573.184485889764,119419.42890501527,15444.41810684335,104,182,18928,6,227.83333333333334,72.30606244753386,0.0,1.0563380281690142,1136.0,956.4376613245632,1366,768,1.7786458333333333,927,823,1.12636695018226,-6650620161661755898,0,0,1,0,0,0,1,0,0,1,0
6.256,7.512787723785166,69.1063829787234,14.948075406950483,127.625,130.07138238724548,0.0,303.24332170893194,1042.6697406620365,7031.674369909662,1567.808896798588,54,45,2430,2,340.5,157.6848122046001,0.0,1.041124414367517,1921.0,0.0,1440,900,1.6,873,892,0.9786995515695067,-6420263890421863701,0,0,1,0,0,0,0,1,0,0,1
2.295,7.843137254901961,74.94444444444444,14.321814797188495,170.625,257.90360186926983,0.0,5589.837322030417,5325.250112524655,69001.81157042184,9557.142896237328,121,290,35090,2,261.0,16.97056274847714,0.0,2.9197080291970803,685.0,0.0,1366,768,1.7786458333333333,922,713,1.2931276297335204,-4934347930729669462,0,0,0,1,0,1,0,0,0,0,1
1.111,10.801080108010801,75.08333333333333,13.661214729254054,51.0,40.74309757492672,0.0,4537.604727043805,3674.968157951229,59550.39882318169,8375.037195054787,109,182,19838,9,354.1111111111111,138.38663631691867,0.0,0.7808433107756377,1440.75,1532.4627005481825,1440,900,1.6,1194,633,1.886255924170616,3343487964679940105,0,1,0,0,0,1,0,0,0,0,1
18.936,1.5842839036755387,220.93333333333334,188.37781795861895,1228.25,1834.7243104767936,0.16666666666666666,26089.692879025413,174252.17420759017,1513669.0523360777,324800.963406305,1758,842,1480236,8,156.75,124.60767002304244,0.5,0.6670001667500417,1713.4285714285713,1625.224277563239,1440,900,1.6,1065,804,1.3246268656716418,-1383356726667677544,1,0,0,0,1,0,0,1,1,0,0
0.819,17.094017094017094,77.64285714285714,14.361310968962854,91.0,170.7304568285603,0.0,3008.9162476586234,5023.464271612704,75133.21502504735,12374.117097146522,83,205,17015,4,310.0,102.20567498920987,0.0,0.6958942240779401,1916.0,723.6656686619865,1920,1080,1.7777777777777777,1044,888,1.1756756756756757,8835824926866309832,0,1,0,0,0,1,0,0,1,0,0
1.656,15.096618357487923,76.96,14.661400569750036,143.75,225.7372265589915,0.0,2910.313839853115,5045.588839502584,97943.8614717635,13497.50904057148,181,206,37286,5,307.2,128.6495239011789,0.0,1.1103708638685321,1125.75,702.5816085457025,1920,1080,1.7777777777777777,1447,868,1.6670506912442395,3644214354700565602,0,0,0,0,1,0,0,1,0,1,0
1.305,7.662835249042146,76.5,13.994046353122222,138.6,103.86674154896744,0.0,882.6640190610782,2067.939075135299,15913.830462839549,3325.7838094722915,87,148,12876,4,188.25,95.4755640639705,0.0,0.970402717127608,1374.0,1085.3773537346356,1440,900,1.6,965,882,1.0941043083900226,-2691886169834814139,0,1,0,0,0,1,0,0,0,1,0
3.51,8.831908831908832,70.2258064516129,12.885934650926838,130.38888888888889,108.04255092535308,0.0,831.2838727595023,4839.430661987523,78644.77096412705,15033.61267386953,108,85,9180,3,227.0,57.86190456595773,0.0,2.1156558533145278,709.0,623.668181006535,1920,1080,1.7777777777777777,992,872,1.1376146788990826,202815940884669248,0,0,0,0,1,0,0,1,1,0,0
2.96,12.837837837837839,74.86842105263158,16.76091181908408,123.10526315789474,123.0094371884812,0.0,3934.5820685618132,3289.614217700889,16248.93158880847,3705.258437355842,129,157,20253,6,310.8333333333333,89.622355841981,0.0,0.8746355685131195,1372.0,1801.8946972561964,1440,900,1.6,929,810,1.1469135802469135,-3620950707402361566,0,0,0,0,1,0,1,0,0,1,0
2.64,8.712121212121211,78.0,14.167825264565932,94.0,130.86222937472476,0.0,987.8999237540048,2233.5994071787104,13729.530217745982,3333.2196227550194,83,63,5229,7,195.0,68.82586723027906,0.0,0.9065009065009064,1287.0,442.3216024568549,1366,768,1.7786458333333333,1391,688,2.0218023255813953,-8560680992811650966,0,0,1,0,0,1,0,0,0,1,0
2.65,9.81132075471698,78.8076923076923,12.358055610068213,135.66666666666666,127.63657484473343,0.0,4280.210474058073,4638.912711293781,70384.6574190711,9839.762841502608,171,151,25821,4,214.75,67.06402413614421,0.0,0.8865248226950355,1504.0,1619.660458244258,1440,900,1.6,1091,635,1.7181102362204725,7892076657639590764,0,0,0,0,1,0,0,1,0,1,0
11.975,2.5052192066805845,219.83333333333334,163.4682471187966,882.5833333333334,1484.9876313126365,0.13333333333333333,6450.275288218438,98940.30317371961,242518.55599108286,85997.80407188862,1092,783,855036,1,184.0,0.0,0.0,0.0,0.0,0.0,1366,768,1.7786458333333333,911,744,1.2244623655913978,-7139576821294526557,1,0,0,1,0,0,1,0,1,0,0
2.88,15.972222222222223,74.21739130434783,16.32981328528796,115.22222222222223,165.44655965768555,0.0,2692.6004331459862,3586.952887815918,29538.110975483858,5297.788676220183,91,273,24843,5,260.0,87.37562589189275,0.0,0.9182736455463728,1361.25,470.03927140896076,1366,768,1.7786458333333333,1084,822,1.3187347931873479,-1649879394332001740,0,0,1,0,0,1,0,0,1,0,0
3.51,11.396011396011398,73.95,16.47523393865269,122.43478260869566,160.97058627050092,0.0,887.3294343703874,2738.7404907263776,19729.41965694886,4473.368371640476,52,75,3900,6,296.3333333333333,70.20446329590924,0.0,0.8389261744966443,1430.4,1539.288731849876,1366,768,1.7786458333333333,961,664,1.447289156626506,-522878129920658892,0,0,0,1,0,0,1,0,0,0,1
