typing_duration_sec,char_per_sec,avg_dwell_time_ms,std_dev_dwell_time_ms,avg_flight_time_ms,std_dev_flight_time_ms,backspace_ratio,total_mouse_distance_px,avg_mouse_speed_px_sec,max_mouse_speed_px_sec,std_dev_mouse_speed_px_sec,mouse_movement_width,mouse_movement_height,mouse_movement_area_px,num_clicks,avg_hover_time_ms,std_dev_hover_time_ms,off_target_click_ratio,clicks_per_sec,avg_time_between_clicks_ms,std_dev_time_between_clicks_ms,screen_width,screen_height,screen_aspect_ratio,viewport_width,viewport_height,viewport_aspect_ratio,fingerprint_hash,time_of_day_sin,time_of_day_cos,day_of_week_sin,day_of_week_cos,distance_from_trusted_loc,is_impossible_travel,label,browser_chrome,browser_edge,browser_firefox,browser_safari,os_linux,os_macos,os_windows,tz_America/New_York,tz_Asia/Kolkata,tz_Europe/London
1.152,10.416666666666668,81.41666666666667,15.329462620797385,107.57142857142857,90.84209219456427,0.0,1943.0996855818378,3121.3985063821706,50358.71324805669,7295.581547758355,113,90,10170,5,319.2,99.35642908236991,0.0,1.0105092966855294,1237.0,572.4368960854987,1440,900,1.6,1486,848,1.7523584905660377,-1321683657513012283,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.888113230251709,0,0,0,0,0,1,1,0,0,0,1,0
5.85,7.863247863247864,80.08695652173913,16.768788582703312,778.1818181818181,683.1120410343099,0.0,1089.8443296721935,2057.1710570190407,17000.0,3746.1799643246177,61,82,5002,9,369.55555555555554,71.33216509946811,0.0,0.8290346352247605,1357.0,1996.642395909407,1366,768,1.7786458333333333,1309,612,2.138888888888889,-8073429855336502729,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.147068749413183,0,0,0,0,1,0,0,1,0,0,1,0
1.695,11.799410029498524,74.85,14.390329355069271,168.58333333333334,202.59474027693508,0.0,634.0629419849884,1962.6203594517726,12126.932835634903,2671.862283661705,94,65,6110,3,340.0,115.88356225108029,0.0,0.8576329331046312,1749.0,504.8742417671949,1366,768,1.7786458333333333,921,728,1.26510989010989,58742916032157267,0.49999999999999994,-0.8660254037844387,0.0,1.0,6.111639007374824,0,0,1,0,0,0,1,0,0,0,0,1
2.32,8.620689655172415,71.8,15.37804313059096,263.72727272727275,203.45421642673858,0.0,2954.5594671609274,3103.2407062783536,40792.156108742274,6303.6298966542945,151,99,14949,9,299.22222222222223,141.56604269543047,0.0,0.6003201707577375,1874.0,2242.0344077900068,1366,768,1.7786458333333333,960,751,1.2782956058588548,6411997744847473103,0.49999999999999994,-0.8660254037844387,0.0,1.0,10.288313023415531,0,0,0,1,0,0,0,1,0,1,0,0
6.235,7.056936647955092,73.6590909090909,14.472014986137388,660.8076923076923,654.9317533441646,0.0,832.0180178367772,6831.971286225416,64513.564465157244,15162.420736845454,87,94,8178,10,321.9,123.02524582828968,0.0,0.8821453775582215,1259.5555555555557,943.6784557134796,1366,768,1.7786458333333333,1155,655,1.7633587786259541,3280808170310988419,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.763618647790146,0,0,0,0,1,0,0,0,1,0,0,1
6.116,7.848266841072597,76.625,14.255458081253755,614.2962962962963,678.3691878216131,0.0,2976.6393904672937,3459.5381442214566,45880.278987817845,7241.37456653274,101,102,10302,7,315.7142857142857,122.6997884889705,0.0,0.982594048287479,1187.3333333333333,1057.9566468748455,1440,900,1.6,1424,617,2.3079416531604537,5810932041022285944,0.49999999999999994,-0.8660254037844387,0.0,1.0,12.858653370502733,0,0,1,0,0,0,0,1,0,0,1,0
6.674,7.341923883727899,75.06122448979592,14.80203837773887,783.0,689.169856355522,0.0,4018.3132863985566,6248.190872202318,65604.87786742691,12705.834473234003,136,136,18496,3,252.0,90.00555538409837,0.0,0.9973404255319149,1504.0,190.91883092036784,1366,768,1.7786458333333333,1436,813,1.7662976629766298,-7817183949415620964,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.308409593898606,0,0,0,0,0,1,1,0,0,0,0,1
38.454,1.742341498933791,127.7910447761194,135.69166666909712,7840.592592592592,9625.705369794821,0.14925373134328357,42981.416698397275,70168.34801438647,724223.7223399963,116310.89058102407,1521,922,1402362,3,237.66666666666666,186.2856229915055,0.3333333333333333,2.0689655172413794,725.0,745.2905473706211,1440,900,1.6,1039,747,1.390896921017403,4018190042682078545,0.49999999999999994,-0.8660254037844387,0.0,1.0,14360.76578721185,1,1,0,0,1,0,0,0,1,1,0,0
4.785,7.105538140020898,75.32352941176471,15.171185983154789,662.0,656.1794724006535,0.0,3438.9584748279303,4581.457545107469,60008.33275470999,9056.725479340517,88,160,14080,5,255.8,119.61270835492356,0.0,0.9920634920634921,1260.0,653.7466379773334,1366,768,1.7786458333333333,1280,819,1.5628815628815629,-7834642026382784143,0.49999999999999994,-0.8660254037844387,0.0,1.0,12.9358364041394,0,0,0,0,0,1,1,0,0,0,0,1
4.662,8.365508365508365,74.02564102564102,15.441719258464065,528.0454545454545,563.8826690918639,0.0,3154.9197986786858,4778.697947134165,75802.3746329889,11179.079492762334,179,100,17900,9,340.77777777777777,125.38717815009812,0.0,1.0377032168799722,1084.125,540.8425800809061,1920,1080,1.7777777777777777,988,855,1.1555555555555554,2922586136779489906,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.828525248553827,0,0,0,1,0,0,0,0,1,0,0,1
2.645,9.073724007561436,75.08333333333333,16.508012986232572,416.53846153846155,276.5428283239974,0.0,3707.2174177424267,7379.029078388269,125574.67897629681,20652.047079807566,201,59,11859,3,407.6666666666667,64.42308075009556,0.0,2.4630541871921183,609.0,697.2072862499358,1440,900,1.6,1394,695,2.0057553956834533,6055046868751692107,0.49999999999999994,-0.8660254037844387,0.0,1.0,9.543251938303538,0,0,0,1,0,0,1,0,0,0,0,1
13.583,2.3558860340131047,190.125,178.12115304278242,5747.333333333333,4795.783305691732,0.125,109322.73084547957,91968.33510911227,1581706.9892998512,191298.01280485519,1813,1006,1823878,4,197.75,210.21952811287537,0.5,1.3596193065941535,980.6666666666666,831.7525673740558,1366,768,1.7786458333333333,1013,609,1.6633825944170773,-4071471152200346870,0.49999999999999994,-0.8660254037844387,0.0,1.0,10853.800943804821,1,1,0,0,0,1,0,0,1,0,1,0
1.098,9.107468123861565,76.9,14.224001624796806,148.33333333333334,113.41898724052629,0.0,814.0854419643596,2411.386954311914,22203.603311174516,4139.376703198885,69,68,4692,6,299.8333333333333,133.05249590543826,0.0,0.7421150278293135,1617.0,1634.8726250078323,1920,1080,1.7777777777777777,1431,645,2.218604651162791,-6117528849438915550,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.711607904819344,0,0,1,0,0,0,0,0,1,1,0,0
4.089,7.8258742968941055,70.9375,13.755790569558275,705.5333333333333,627.7354841772433,0.0,2824.952953365946,3813.338688079165,31289.974432715662,5274.880788236214,92,195,17940,7,342.42857142857144,99.86800812882495,0.0,0.6842619745845552,1705.0,1379.3002573769063,1920,1080,1.7777777777777777,1231,789,1.5602027883396705,8681833748732107107,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.019361783535616,0,0,0,0,1,0,0,0,1,1,0,0
1.764,5.668934240362812,99.9,147.79975191679677,1196.5,638.5174234114525,0.2,94920.96234299378,105023.16606828781,1588170.3309154215,200356.11988275955,1835,1070,1963450,12,90.5,101.41947096543686,0.16666666666666666,1.2476606363069245,874.3636363636364,1434.9287977267215,1366,768,1.7786458333333333,1241,892,1.391255605381166,-1020557197892233470,0.49999999999999994,-0.8660254037844387,0.0,1.0,15554.054217500641,1,1,0,0,0,1,0,1,0,0,1,0
6.762,7.3942620526471465,76.58,14.15813028126329,978.0,838.1961859575872,0.0,4026.682246368589,4020.769592599562,45466.715542495724,7467.297117318433,236,196,46256,8,252.0,105.10810761170751,0.0,0.9421740666588152,1213.0,611.4466452602386,1440,900,1.6,1083,850,1.2741176470588236,5644844022554936391,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.347724394667857,0,0,0,0,1,0,0,0,1,1,0,0
5.1,7.450980392156863,74.89473684210526,14.940945868397682,619.8181818181819,522.7251518872843,0.0,2657.2053491612946,2605.1862934551123,24758.836806279895,4301.462209939983,134,110,14740,9,290.1111111111111,76.35025285558072,0.0,0.8441984804427353,1332.625,963.2065403046817,1440,900,1.6,1123,778,1.443444730077121,2587130946050100070,0.49999999999999994,-0.8660254037844387,0.0,1.0,7.974542580161572,0,0,0,1,0,0,0,1,0,0,1,0
4.686,7.255655142979086,75.79411764705883,13.061113720586901,460.25,488.3763513176245,0.0,1325.4702624248966,3803.6180799283634,49912.42330322181,8999.00626832052,137,149,20413,7,434.2857142857143,46.6573119875627,0.0,1.0760953112990008,1084.1666666666667,714.902067885292,1366,768,1.7786458333333333,1273,699,1.821173104434907,4643847996705121723,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.63117809140478,0,0,1,0,0,0,0,1,0,0,0,1
5.88,7.8231292517006805,75.23913043478261,15.741219467949879,740.68,950.0827034176201,0.0,3624.502431373143,3542.739373475571,77466.12162745725,9104.476086825847,115,115,13225,9,269.8888888888889,135.91766298429027,0.0,0.6229235880398671,1806.0,2041.672633616159,1920,1080,1.7777777777777777,1500,690,2.1739130434782608,-6070019052139000061,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.176076748359725,0,0,0,0,1,0,0,0,1,0,0,1
3.78,7.6719576719576725,73.06896551724138,15.517112752614125,440.07142857142856,438.4520786525311,0.0,1479.6876948429767,3894.611338402674,35355.33905932738,6516.192791858717,81,108,8748,6,309.1666666666667,160.23409957517364,0.0,0.7151370679380215,1678.0,797.86433683929,1440,900,1.6,1346,649,2.073959938366718,304324513788651640,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.974766287694615,0,0,0,1,0,0,0,0,1,0,1,0
24.696,2.06511175898931,150.49019607843138,163.7459462153515,5172.130434782609,6487.1261693263605,0.11764705882352941,34838.26571585613,48242.344090350845,623462.1079103363,92928.10095816474,1859,1080,2007720,2,378.5,149.19953083036154,0.5,1.0147133434804667,1971.0,0.0,1440,900,1.6,1223,864,1.4155092592592593,-2872700860922878686,0.49999999999999994,-0.8660254037844387,0.0,1.0,16071.096075243411,1,1,0,0,1,0,0,0,1,0,1,0
23.872,2.094504021447721,202.34,190.80459178148192,5043.458333333333,5532.777013078448,0.14,57218.138058387114,107422.24580331991,1848760.9364111954,237104.68146701393,1888,976,1842688,19,224.57894736842104,158.57851745690652,0.631578947368421,0.8315826330532213,1269.3333333333333,1241.063633008586,1920,1080,1.7777777777777777,1485,805,1.84472049689441,1108249365032874074,0.49999999999999994,-0.8660254037844387,0.0,1.0,17614.69725004368,1,1,1,0,0,0,0,1,0,1,0,0
4.576,8.522727272727273,75.25641025641026,14.204739662517298,603.4,611.6688474553599,0.0,883.9488698319319,1662.5887296281317,12747.548783981962,2652.8500270362915,51,107,5457,10,280.3,130.70241857831942,0.0,0.6746272684341901,1647.0,1687.9605297518067,1440,900,1.6,873,600,1.455,1706053790650360065,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.120352981640835,0,0,0,1,0,0,0,0,1,0,1,0
3.024,7.936507936507937,74.45833333333333,11.970903734968552,503.9166666666667,470.00337684151185,0.0,2840.239139855709,3273.816356119479,47320.71428032337,6288.197628982032,123,135,16605,5,290.2,139.10859067649272,0.0,0.8771929824561403,1425.0,945.0580229100574,1440,900,1.6,1484,659,2.251896813353566,-1253438239922360531,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.381457390003656,0,0,0,0,1,0,0,1,0,0,1,0
4.234,7.557864903164856,76.34375,15.716458139530449,655.3333333333334,619.1734890350276,0.0,4677.4814771038755,6125.045378968016,124454.81107614924,17715.119431047617,158,122,19276,2,233.5,163.3416664540925,0.0,1.3029315960912053,1535.0,0.0,1920,1080,1.7777777777777777,1167,750,1.556,3876285220066633288,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.215975336635986,0,0,0,0,1,0,1,0,0,0,0,1
26.566,2.2208838364827224,142.83050847457628,157.01714737705132,5430.111111111111,7419.608875931054,0.1016949152542373,107571.587629624,100895.11846349973,1440153.116859454,193406.08978562133,1887,1056,1992672,19,188.0,170.0160123177945,0.5263157894736842,0.8958038661008958,1178.3333333333333,1175.427781953547,1366,768,1.7786458333333333,988,790,1.250632911392405,463436356719577629,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.796829342463854,0,1,0,0,0,1,0,0,1,0,1,0
5.764,8.327550312283137,76.6875,14.985320831584886,863.5238095238095,896.4166787296864,0.0,5945.996295224925,7477.9956801999015,101307.69960866745,17139.612354394423,188,217,40796,8,254.375,148.80278175203196,0.0,1.1010184420589044,1038.0,992.7982339495439,1366,768,1.7786458333333333,1046,675,1.5496296296296297,-4880119145021810609,0.49999999999999994,-0.8660254037844387,0.0,1.0,13.55646863167577,0,0,0,1,0,0,0,1,0,0,0,1
2.145,8.391608391608392,77.11111111111111,17.24866197330335,183.0,181.5946034440451,0.0,3304.8128121193904,3017.525313347528,30805.843601498724,4692.781863607361,72,159,11448,8,282.0,127.970978852908,0.0,0.574300071787509,1990.0,2476.8345389495303,1366,768,1.7786458333333333,1321,766,1.7245430809399478,2051729800993794678,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.318782459312835,0,0,0,1,0,0,0,0,1,0,1,0
5.538,7.764535933550017,76.27906976744185,14.449131760693227,612.76,670.4577590472547,0.0,1879.180748781598,2294.2524068951248,19602.295783912657,3336.1777023301797,91,99,9009,6,328.6666666666667,116.21474375769483,0.0,1.0067114093959733,1192.0,642.3021096026387,1920,1080,1.7777777777777777,823,893,0.921612541993281,4457374857065626491,0.49999999999999994,-0.8660254037844387,0.0,1.0,10.608202830380106,0,0,0,0,0,1,0,1,0,1,0,0
4.384,7.755474452554744,71.55882352941177,13.057428343192676,512.8947368421053,604.5706368744352,0.0,465.54640097777894,3056.429949472515,37884.69347902923,8552.570166774472,49,109,5341,10,265.4,128.65993073905247,0.0,0.6610259122157589,1680.888888888889,2223.6858166366737,1366,768,1.7786458333333333,1585,769,2.0611183355006504,3499874562458596095,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.70638690401254,0,0,1,0,0,0,0,1,0,0,0,1
24.096,1.8675298804780875,196.77777777777777,184.91188182592282,7215.473684210527,7244.7670491528725,0.13333333333333333,58929.67264354119,125741.81060043247,1795392.15771931,267002.3641540165,1875,980,1837500,3,253.66666666666666,73.24160930327332,1.0,1.8518518518518516,810.0,219.20310216782974,1920,1080,1.7777777777777777,1355,759,1.785243741765481,-4305030859590965789,0.49999999999999994,-0.8660254037844387,0.0,1.0,6.07601306219686,0,1,0,0,1,0,1,0,0,0,0,1
38.34,2.1648408972352633,137.86746987951807,163.7552286325418,7729.419354838709,7799.799539194127,0.1566265060240964,33889.62811634306,72353.3408229582,798987.6407054117,159620.44107728652,1517,1008,1529136,5,255.6,161.15923802252232,0.8,0.9723842862699338,1285.5,1623.69424461627,1440,900,1.6,1013,703,1.4409672830725462,3554615482410653042,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.095828212456674,0,1,1,0,0,0,0,0,1,0,1,0
3.306,9.376890502117362,78.7741935483871,16.26183605340913,336.05882352941177,324.4923863876153,0.0,2411.4265121238373,3511.6793408584836,29678.485473487355,5975.32359307139,117,207,24219,10,310.4,133.21177792439292,0.0,0.9144111192392099,1215.111111111111,799.6900093855813,1920,1080,1.7777777777777777,1535,667,2.3013493253373314,-1806540937492911857,0.49999999999999994,-0.8660254037844387,0.0,1.0,12.03918441655294,0,0,0,0,0,1,0,1,0,0,0,1
3.552,7.038288288288288,80.36,12.802603901811016,404.38461538461536,521.7193591803832,0.0,839.1395540670577,1273.4510462234966,13500.0,2279.37186920464,64,35,2240,9,310.3333333333333,108.72442227944926,0.0,0.9287925696594428,1211.25,839.6180679332716,1366,768,1.7786458333333333,1083,834,1.2985611510791366,-2170212479675570676,0.49999999999999994,-0.8660254037844387,0.0,1.0,9.715614235279334,0,0,0,0,0,1,1,0,0,0,1,0
4.521,7.520460075204601,76.8529411764706,13.475302555643488,548.1428571428571,672.4903929212882,0.0,1146.0705411816323,2162.993485399776,16007.81059358212,3204.126257520818,160,105,16800,6,327.1666666666667,86.01724633273646,0.0,1.3157894736842106,912.0,678.03687215372,1920,1080,1.7777777777777777,1075,807,1.332094175960347,-7194409453699163318,0.49999999999999994,-0.8660254037844387,0.0,1.0,12.111397350821603,0,0,0,0,1,0,0,0,1,0,1,0
6.12,8.006535947712418,72.14285714285714,15.10518674716293,806.75,725.1308877353288,0.0,2004.1097019855283,2592.180073440348,16659.998666133066,3526.8266576551855,116,147,17052,10,242.5,103.40454535464096,0.0,0.6582411795681937,1688.0,1530.9666064287621,1920,1080,1.7777777777777777,894,676,1.3224852071005917,-6226449851859622553,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.856323365636225,0,0,1,0,0,0,0,0,1,1,0,0
2.25,7.111111111111111,68.3125,12.578917547494564,387.75,368.68017498717154,0.0,2641.9138668444016,3507.613762439086,94810.33698917013,11474.34947726559,99,132,13068,10,299.0,130.0427280208744,0.0,0.6245706077072013,1779.0,1841.7533086708436,1366,768,1.7786458333333333,1241,604,2.0546357615894038,-1081231205686394157,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.403312444470915,0,0,1,0,0,0,0,0,1,0,0,1
6.21,7.729468599033816,75.5,14.656347111006134,842.6,760.3370414932227,0.0,5124.98210879415,6197.337567779353,82006.09733428362,12769.488078719,262,215,56330,2,359.5,113.84419177103415,0.0,1.1025358324145533,1814.0,0.0,1440,900,1.6,1080,616,1.7532467532467533,-679949246997241621,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.610823248452615,0,0,1,0,0,0,1,0,0,1,0,0
3.402,8.23045267489712,79.10714285714286,15.351050840407046,480.35714285714283,471.37517429862055,0.0,770.1495107357276,2098.9950220177634,32000.0,5222.744040929868,39,101,3939,10,315.2,82.63682256987163,0.0,0.601576129459183,1847.0,1988.48698763658,1920,1080,1.7777777777777777,1182,895,1.3206703910614526,-2154223021934914194,0.49999999999999994,-0.8660254037844387,0.0,1.0,6.236772673938242,0,0,0,0,0,1,1,0,0,0,1,0
9.264,1.6191709844559588,260.26666666666665,178.9351305707768,2244.4285714285716,1812.068602191324,0.0,92829.84796152529,141196.67215774383,1713114.1234605475,252066.2831050704,1777,1041,1849857,18,282.72222222222223,164.78570953016367,0.7222222222222222,0.6557377049180328,1614.7058823529412,2293.9432415794936,1366,768,1.7786458333333333,1582,689,2.2960812772133528,-4433302291620518692,0.49999999999999994,-0.8660254037844387,0.0,1.0,10166.83667288968,1,1,0,1,0,0,0,1,0,1,0,0
6.38,7.210031347962382,76.56521739130434,14.147873297445795,836.8181818181819,855.8977818565795,0.0,2975.629072111261,3850.9642818339794,70007.14249274855,9233.613136613418,159,148,23532,6,289.3333333333333,112.62977699821067,0.0,1.0033444816053512,1196.0,1152.6718960745075,1366,768,1.7786458333333333,1442,828,1.7415458937198067,-6059670641007574562,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.50319887987803,0,0,0,0,0,1,0,1,0,1,0,0
1.11,10.81081081081081,80.83333333333333,11.861575346342901,162.5,94.68421198911675,0.0,1339.568895316633,4509.285926203792,61098.28148156051,10927.317648614291,84,138,11592,6,346.1666666666667,69.1589955585437,0.0,1.0353753235547887,1159.0,1037.1766966144196,1920,1080,1.7777777777777777,1503,847,1.7744982290436835,-1360339497570730399,0.49999999999999994,-0.8660254037844387,0.0,1.0,7.632655118027563,0,0,0,0,0,1,0,1,0,1,0,0
20.468,2.1985538401407076,197.95555555555555,181.53937158187875,6598.375,5182.785028341423,0.17777777777777778,63229.29005933016,98508.45696651044,966786.9465399291,182236.75283894147,1807,999,1805193,12,240.75,157.9062581522226,0.6666666666666666,0.7684918347742555,1419.5454545454545,2081.473726167898,1920,1080,1.7777777777777777,1423,619,2.2988691437802906,1575713076106829205,0.49999999999999994,-0.8660254037844387,0.0,1.0,13514.10572018057,1,1,0,0,1,0,1,0,0,0,1,0
1.166,11.149228130360207,77.38461538461539,14.407974999622384,189.5,157.0690930769004,0.0,6735.643680850743,7342.503703377496,78517.5139698144,14385.49893299689,186,185,34410,6,318.8333333333333,117.04600235235148,0.0,0.628930817610063,1908.0,1424.4528774234689,1440,900,1.6,954,758,1.2585751978891822,-3745882389843082675,0.49999999999999994,-0.8660254037844387,0.0,1.0,10.59514926723917,0,0,0,0,1,0,0,1,0,0,1,0
3.278,7.62660158633313,72.24,14.414344707038657,310.46666666666664,299.4802322755369,0.0,1268.2037832435287,1488.357098157056,12500.0,2150.859608203285,38,90,3420,2,353.0,171.1198410471445,0.0,2.3391812865497075,855.0,0.0,1366,768,1.7786458333333333,911,641,1.421216848673947,8326050461128258141,0.49999999999999994,-0.8660254037844387,0.0,1.0,9.596083307444417,0,0,0,0,1,0,0,1,0,1,0,0
5.12,8.0078125,79.73170731707317,14.577421565976444,907.8888888888889,788.0166382902219,0.0,741.7918016971903,2842.269808188674,21095.023109728987,4793.245570909975,71,93,6603,5,297.8,127.409575778275,0.0,0.8698677800974252,1437.0,669.7437320846435,1440,900,1.6,940,601,1.5640599001663893,-3455021912565176639,0.49999999999999994,-0.8660254037844387,0.0,1.0,12.115263199507847,0,0,0,0,0,1,0,1,0,1,0,0
52.002,2.0191531094957886,150.74285714285713,160.62031367431445,11411.31111111111,15108.098211979834,0.18095238095238095,56192.30274448325,117040.5789559872,1120036.1601305557,201758.77427563551,1844,1028,1895632,10,292.4,203.2858961058429,0.5,0.6105006105006106,1820.0,1831.2743513739279,1440,900,1.6,1485,863,1.720741599073001,1350351322673507329,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.611812270789958,0,1,0,1,0,0,0,0,1,0,1,0
1.96,7.653061224489796,74.06666666666666,16.76504299626657,195.55555555555554,235.3864434876779,0.0,5190.714606426836,4836.27055712933,40804.41152620633,6792.3214822649625,219,192,42048,4,288.75,154.24736626600793,0.0,1.8796992481203008,709.3333333333334,997.9650962500308,1440,900,1.6,1317,766,1.7193211488250653,-7346926433442858493,0.49999999999999994,-0.8660254037844387,0.0,1.0,14.401283292904669,0,0,0,0,1,0,1,0,0,0,1,0
3.451,8.693132425383947,73.93333333333334,13.791384950416498,388.4,435.5270698491984,0.0,574.8927221665285,1694.0019177186427,11510.864433221337,2428.3846292341627,82,62,5084,10,221.3,121.26284582582488,0.0,0.6400409626216078,1736.0,1674.8216322940184,1440,900,1.6,850,739,1.1502029769959405,1609552680440584677,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.217727123854232,0,0,0,0,0,1,0,0,1,0,1,0
